x y z index horizontal_angle intensity ClassNum Distance Range_meter Laser_Line_Number sensorCount 
1095 2672 -3 531 2583 12 25 2748 27.488001 13 1 
1096 2539 -3 532 2703 12 25 2628 26.288002 13 1 
1091 2486 -3 533 2742 12 25 2578 25.788002 13 1 
1091 2445 -3 534 2782 12 25 2541 25.416000 13 1 
1087 2418 -3 535 2801 10 25 2516 25.160002 13 1 
1089 2402 -3 536 2821 10 25 2501 25.016001 13 1 
1084 2373 -3 537 2841 10 25 2474 24.740002 13 1 
1088 2361 -3 538 2861 10 25 2464 24.648001 13 1 
1089 2343 -3 539 2881 10 25 2448 24.488001 13 1 
1087 2321 -3 540 2901 10 25 2428 24.288002 13 1 
1089 2306 -3 541 2921 10 25 2416 24.160002 13 1 
1087 2284 -3 542 2941 10 25 2396 23.960001 13 1 
1087 2267 -3 543 2960 10 25 2381 23.812000 13 1 
1086 2248 -3 544 2979 10 25 2363 23.636002 13 1 
1087 2232 -3 545 2999 10 25 2349 23.492001 13 1 
1087 2214 -3 546 3019 10 25 2334 23.340002 13 1 
1085 2193 -3 547 3039 10 25 2314 23.144001 13 1 
1086 2179 -3 548 3060 10 25 2302 23.028002 13 1 
1090 2170 -3 549 3079 10 25 2296 22.964001 13 1 
1084 2142 -3 550 3098 10 25 2269 22.692001 13 1 
1088 2134 -3 551 3119 10 25 2264 22.640001 13 1 
1088 2117 -3 552 3140 7 25 2249 22.492001 13 1 
1085 2096 -3 553 3159 7 25 2229 22.292002 13 1 
1086 2083 -3 554 3178 7 25 2219 22.192001 13 1 
1085 2066 -3 555 3198 7 25 2204 22.040001 13 1 
1085 2050 -4 556 3218 7 25 2189 21.892000 13 1 
1085 2035 -4 557 3238 7 25 2177 21.772001 13 1 
1084 2018 -4 558 3258 7 25 2161 21.612001 13 1 
1084 2004 -4 559 3277 7 25 2149 21.492001 13 1 
1083 1989 -4 560 3297 7 25 2136 21.360001 13 1 
1082 1972 -4 561 3317 7 25 2121 21.216002 13 1 
1084 1961 -4 562 3338 7 25 2112 21.124001 13 1 
1082 1944 -4 563 3357 7 25 2097 20.972000 13 1 
1087 1938 -4 564 3377 7 25 2094 20.944000 13 1 
1081 1915 -4 565 3397 7 25 2071 20.716002 13 1 
1081 1888 -4 567 3437 7 25 2049 20.492001 13 1 
1082 1876 -4 568 3457 7 25 2039 20.392000 13 1 
1082 1863 -4 569 3477 7 25 2029 20.292002 13 1 
1079 1833 -4 571 3516 7 25 2002 20.020000 13 1 
1080 1822 -4 572 3536 7 25 1993 19.932001 13 1 
1084 1815 -4 573 3556 7 25 1989 19.892000 13 1 
1082 1800 -4 574 3576 7 25 1975 19.756001 13 1 
1077 1781 -4 575 3596 7 25 1957 19.572001 13 1 
1079 1770 -4 576 3616 7 25 1949 19.496000 13 1 
1081 1761 -4 577 3636 7 25 1943 19.432001 13 1 
1081 1726 -4 580 3696 7 25 1914 19.148001 13 1 
1084 1774 11 9 3094 5 25 2012 20.124001 45 3 
