x y z index horizontal_angle intensity ClassNum Distance Range_meter Laser_Line_Number sensorCount 
217 2442 -19 515 782 10 25 2296 22.964001 13 1 
225 2438 -19 516 802 10 25 2293 22.932001 13 1 
233 2438 -19 517 821 10 25 2294 22.944000 13 1 
240 2432 -19 518 842 10 25 2289 22.892000 13 1 
248 2429 -19 519 861 10 25 2286 22.868002 13 1 
322 2442 -17 520 1040 10 25 2309 23.092001 13 1 
328 2430 -17 521 1060 20 25 2298 22.984001 13 1 
336 2431 -17 522 1080 30 25 2301 23.010000 13 1 
344 2430 -17 523 1099 20 25 2301 23.012001 13 1 
1174 5322 4 524 1497 150 25 5300 53.002003 13 1 
1106 2667 -2 525 2609 12 25 2748 27.488001 13 1 
1107 2622 -2 526 2649 12 25 2708 27.088001 13 1 
1108 2600 -2 527 2670 12 25 2688 26.888000 13 1 
1102 2523 -3 528 2730 12 25 2616 26.164001 13 1 
1100 2497 -3 529 2750 12 25 2592 25.920002 13 1 
884 -2096 181 615 16192 120 25 2255 22.558001 46 3 
877 -2100 181 616 16213 75 25 2256 22.564001 46 3 
882 -2260 195 622 16332 65 25 2410 24.102001 46 3 
872 -2256 194 623 16352 47 25 2402 24.028002 46 3 
879 -2329 200 625 16391 85 25 2475 24.752001 46 3 
871 -2391 206 628 16451 72 25 2532 25.322001 46 3 
867 -2498 215 632 16530 75 25 2633 26.334002 46 3 
858 -2501 215 633 16551 37 25 2633 26.336000 46 3 
858 -2535 218 634 16572 37 25 2665 26.656002 46 3 
859 -2572 221 635 16591 40 25 2702 27.020000 46 3 
864 -2654 228 637 16629 40 25 2782 27.828001 46 3 
859 -2707 232 639 16669 105 25 2832 28.328001 46 3 
849 -2709 232 640 16689 62 25 2831 28.314001 46 3 
837 -2701 232 641 16709 42 25 2821 28.212002 46 3 
864 -2338 288 574 16433 55 25 2488 24.880001 47 3 
851 -2327 287 575 16453 17 25 2473 24.734001 47 3 
861 -2385 294 576 16473 27 25 2532 25.320002 47 3 
856 -2398 295 577 16492 37 25 2543 25.430000 47 3 
845 -2392 294 578 16511 17 25 2533 25.338001 47 3 
846 -2426 298 579 16532 40 25 2567 25.670002 47 3 
838 -2431 299 580 16553 30 25 2569 25.694002 47 3 
847 -2495 306 581 16574 60 25 2633 26.336000 47 3 
839 -2499 307 582 16593 20 25 2635 26.354002 47 3 
830 -2499 307 583 16612 20 25 2633 26.332001 47 3 
856 -2623 322 584 16631 55 25 2760 27.604002 47 3 
852 -2644 324 585 16651 32 25 2779 27.794001 47 3 
824 -2579 316 586 16671 10 25 2708 27.088001 47 3 
836 -2658 326 587 16691 10 25 2789 27.892002 47 3 
855 -2769 339 588 16711 47 25 2902 29.020000 47 3 
848 -2778 340 589 16730 10 25 2909 29.092001 47 3 
891 -2045 333 375 16136 7 25 2228 22.280001 48 3 
884 -2049 333 376 16156 7 25 2230 22.300001 48 3 
876 -2166 350 382 16276 7 25 2338 23.380001 48 3 
870 -2172 351 383 16296 7 25 2342 23.420002 48 3 
876 -2214 358 384 16316 10 25 2384 23.844002 48 3 
860 -2243 361 387 16375 10 25 2406 24.068001 48 3 
849 -2236 360 388 16395 10 25 2396 23.968000 48 3 
843 -2243 361 389 16415 10 25 2401 24.016001 48 3 
864 -2338 376 390 16435 10 25 2499 24.996000 48 3 
872 -2389 384 391 16455 12 25 2551 25.512001 48 3 
859 -2377 382 392 16474 10 25 2535 25.356001 48 3 
840 -2344 376 393 16493 10 25 2498 24.984001 48 3 
830 -2341 375 394 16513 10 25 2492 24.924002 48 3 
813 -2316 371 395 16534 10 25 2462 24.628000 48 3 
803 -2313 370 396 16555 22 25 2456 24.568001 48 3 
818 -2394 383 397 16576 12 25 2540 25.400002 48 3 
809 -2394 383 398 16594 10 25 2538 25.380001 48 3 
799 -2388 382 399 16613 10 25 2529 25.292002 48 3 
792 -2395 383 400 16633 10 25 2534 25.340002 48 3 
781 -2389 381 401 16653 10 25 2525 25.252001 48 3 
771 -2384 380 402 16673 10 25 2517 25.176001 48 3 
785 -2470 394 403 16693 12 25 2605 26.052002 48 3 
769 -2441 389 404 16712 12 25 2572 25.728001 48 3 
821 -2675 426 405 16732 15 25 2814 28.148001 48 3 
829 -2744 437 406 16752 15 25 2884 28.848001 48 3 
807 -2696 429 407 16772 15 25 2832 28.324001 48 3 
802 -2716 432 408 16792 15 25 2850 28.500002 48 3 
883 -2111 424 322 16218 10 25 2302 23.020000 49 3 
867 -2113 423 324 16257 20 25 2298 22.984001 49 3 
863 -2123 425 325 16277 10 25 2306 23.068001 49 3 
